,KEY,sarcasm_explanation
732,4_S03E14_011_u,"The video is non-sarcastic because the speaker's tone is serious and advisory, conveying concern and caution through a straightforward and inquiring language. The shift in intonation, particularly around the word ""anything"", indicates a transition towards concern or hesitation, and the speaker's voice carries a subtle undercurrent of sadness. The facial expressions observed, such as raised brows, wrinkled nose, and depressed lower lip, suggest emotions like surprise, sadness, and doubt, but no hint of sarcasm. Overall, the calm and composed foundation set by the speaker's neutral tone, the serene atmosphere of the restaurant, and the speaker's genuine emotional cues all point to a non-sarcastic video."
733,3_S04E02_326_u,"The video is sarcastic because the speaker's utterance ""this couldn't get any better"" is ironic and facetious, implying the opposite of what they're saying. The tone is casual and informal with a touch of humor, but beneath the surface, there's a sense of disappointment and frustration with Dinesh's abilities. The speaker's facial expressions, such as raised outer brow, lowered brow, and wrinkled nose, also convey doubt and skepticism, further supporting the sarcastic label."
734,2_299_u,"Here is a concise summary:

The video is non-sarcastic because the speaker's tone is neutral, calm, and composed, lacking any strong emotions or variations in tone, intonation, or amplitude. The facial expressions, although showing a range of emotions, do not convey sarcasm. The text itself has a playful and humorous tone, with a hint of gentle teasing, but not mean-spirited or ironic. The overall sentiment is one of curiosity and gentle teasing, rather than sarcasm."
735,1_S09E12_184_u,"The video is sarcastic because of the speaker's utterance, which conveys a sense of irony and playful exaggeration, implying that a grown man moving into his own apartment is a significant or unusual event. The tone is lighthearted and humorous, with a hint of sarcasm and irony, as evident in the phrase ""crazy times"" and the casual ""See ya!"" at the end. Additionally, the speaker's facial expressions, such as raised brows and tightened lips, suggest contempt and doubt, further supporting the sarcastic tone."
736,3_S06E06_143_u,"The video is sarcastic because the speaker's utterance ""I thought that was the company policy-these days"" conveys frustration, disappointment, and annoyance, with a hint of sarcasm. The phrase ""I thought that was the company policy"" implies that the speaker's expectations were not met, and the tone is slightly ironic, suggesting the speaker was foolish to think that was how things worked. The speaker's facial expressions, such as raised brows, tightened lids, and a wrinkled nose, also support the presence of sarcasm."
737,4_S01E02_059_u,"The video is non-sarcastic because the speaker's tone is assertive and confident, lacking any irony or mocking undertones. The language used is straightforward and lacks emotional intensity, contributing to a neutral sentiment. The speaker's facial expressions, although varied, do not convey sarcasm, and the overall context of the video, featuring a serious conversation between two individuals in a hospital setting, also suggests a genuine and non-sarcastic tone."
738,4_S01E04_095_u,"The video is non-sarcastic because the speaker's utterance conveys concern and empathy, with a caring and encouraging tone, and a willingness to support the person they are addressing. The language used is genuine and sincere, with no irony or mocking tone. The speaker's facial expressions and vocal expressions also suggest a range of emotions, including happiness, sadness, and doubt, but no hint of sarcasm. The overall sentiment expressed is positive and supportive, with the speaker coming from a place of kindness and a desire to help."
739,1_5134_u,"The video is sarcastic because the speaker's tone is informal and conversational, but with a hint of sarcasm and irony, particularly in phrases like ""Oh, yeah, yeah"" and ""real great"", which convey the opposite meaning. The speaker's use of understatement and irony adds to the humorous tone, but beneath the surface, there is a sense of discomfort and frustration. The shift in the speaker's tone from neutral to slightly irritated, indicated by a subtle rise in pitch and a hint of harshness in the voice, also suggests frustration or annoyance. Additionally, the speaker's facial expressions, such as raised brows and tightened lids, convey emotions like doubt and disappointment, further supporting the sarcastic tone."
740,2_586_u,"The video is sarcastic because the speaker's utterance ""See now that I see crying over, but Bambi, is a cartoon"" conveys a tone of gentle ridicule and playful teasing, implying that someone is overreacting to a cartoon. The use of irony and exasperation in the phrase ""See now that I see crying over"" reinforces the sarcastic tone. Additionally, the speaker's facial expressions, such as raised brows and a tightened lid, suggest surprise and contempt, further supporting the sarcastic label."
741,1_S09E01_368_u,"Here is a concise yet comprehensive summary:

The speaker's utterance ""Wow! Well, marriage must agree with you. Well, you are just glowing"" conveys a positive and congratulatory sentiment, with a tone that is upbeat and celebratory. However, the use of ""must"" in the phrase ""Well, marriage must agree with you"" suggests a hint of irony or playful teasing, implying a touch of sarcasm. The speaker's tonality description, which shifts from neutral to joyful and assertive, and the facial description, which shows a mix of happiness and doubt, further support the conclusion that the video is sarcastic."
742,1_7490_u,"The video is non-sarcastic because despite the hint of irony and playfulness in the speaker's utterance, the overall sentiment is casual and humorous, with a tone that is playful and slightly irreverent rather than genuinely critical or bitter. The speaker's facial expressions and tonality also convey a sense of calmness and neutrality, with no discernible change in emotional state throughout the clip. While there are some cues that could suggest sarcasm, such as the raised brow and wrinkled nose, they are balanced by other cues like the cheek raise, lip corner pull, and dimple, which indicate happiness and playfulness. Overall, the speaker's humility and detachment, combined with the lighthearted tone and consistent calmness, suggest a non-sarcastic tone."
743,4_S02E02_025_u,"The video is non-sarcastic because despite the speaker's utterance having a hint of irony and mocking tone, the overall tone of the text comes across as more bitter and resentful than playful or sarcastic. The speaker's facial expressions, such as raised brows and tightened lips, suggest emotions like surprise and doubt, rather than sarcasm. Additionally, the tone of the speech shifts from neutral to passionate and enthusiastic, conveying pride and positivity, which further supports the non-sarcastic label."
744,2_282_u,"The video is sarcastic because the speaker's utterance ""What-wh-what so we'll just stay married forever?"" conveys a sense of frustration, desperation, and fear, with a hint of irony and exaggeration in the use of ""forever"". The tone is more bitter than sincere, and the facial expressions, such as the raised inner and outer brow, suggest a blend of emotions including doubt and surprise, which further support the conclusion of sarcasm."
745,1_7575_u,"The video is sarcastic because the speaker's utterance, ""You're right, the party's fantastic. Please, tell me more. I haven't heard enough about it all week because hearing about that never gets old!"", is laced with irony and exaggeration, indicating facetiousness. The tone is playful, but the language used is insincere, suggesting the opposite of what is being said. The speaker's facial expressions, such as raised brows and tightened lips, also convey a sense of annoyance or frustration, which is veiled in sarcasm. Despite the enthusiastic and energetic tone, the underlying emotion is one of irritation, making the video sarcastic."
746,4_S01E03_022_u,"The video is sarcastic because the speaker's utterance, ""Oh wait, which way does time go?"", comes across as flippant and tongue-in-cheek, suggesting irony and sarcasm. This tone is reinforced by the speaker's hesitant and uncertain demeanor, as well as their noticeable shift towards concern and urgency in their speech. Additionally, the speaker's facial expressions, such as raised brows and a wrinkled nose, convey emotions like doubt and sadness, which further support the conclusion that the video is sarcastic."
747,1_S10E07_267_u,"The video is non-sarcastic because the speaker's utterance lacks irony or tongue-in-cheek tone, instead conveying defensiveness, frustration, and anxiety. The language used is direct and assertive, with a sense of justification, which suggests a serious and confrontational tone rather than a playful or sarcastic one. Additionally, the speaker's facial expressions and tonality changes throughout the conversation, indicating a progression of emotions, but none of which suggest sarcasm."
748,2_87_u,"The video is non-sarcastic because the speaker's utterance ""Yeah it would!"" conveys confidence and agreement, with a positive and casual tone. The speaker's tone is assertive, steady, and direct, indicating authority and conviction. The facial expressions observed, such as raised brows and lip corners, suggest happiness, but there is no hint of irony, mocking, or undertones that would indicate sarcasm. Overall, the speaker's delivery is genuine, sincere, and straightforward, reinforcing the non-sarcastic label."
749,1_4281_u,"The video is non-sarcastic because the speaker's utterance conveys a genuine sense of guilt, shame, and awkwardness, accompanied by a negative sentiment and a tone of introspection and self-reproach. The speaker's facial expressions, such as raised brows and tightened lids, also suggest a sincere emotional struggle. Furthermore, the tone shifts from neutral to somber, indicating a genuine emotional evolution. The absence of any hint of sarcasm in the text, combined with the speaker's sincere and contemplative tone, confirms the non-sarcastic label."
750,4_S01E03_070_u,"The video is sarcastic because the speaker's utterance ""Well, good!"" is laced with irony and insincerity, implying a tone that is opposite of genuine enthusiasm. This subtle sarcasm is further supported by the speaker's shift towards a more assertive and confrontational tone, as well as the repetition of ""who"" in ""Who wants to do up the discharge papers?"", which conveys a sense of urgency or desperation. Additionally, the speaker's facial expressions, such as raised brows and a depressed lower lip, suggest emotions like surprise, sadness, and doubt, which are inconsistent with a genuinely positive sentiment."
751,3_S01E03_359_u,"The video is non-sarcastic because the speaker's utterance ""Hey! That is not Cherry Garcia"" conveys a negative sentiment of disappointment and frustration, which is expressed in a straightforward and assertive tone. The absence of any hint of sarcasm in the speaker's words, combined with the peaceful and relaxed atmosphere of the living room setting, suggests that the speaker's statement is a genuine expression of discontent rather than a sarcastic remark."
752,1_1627_u,"The video is non-sarcastic because despite a hint of sarcasm in the phrase ""got the hell out of there"", the overall sentiment expressed is positive, playful, and lighthearted, conveying relief, amusement, and pride. The speaker's tone shifts from neutral to joyful, and their facial expressions and body language, such as raised brows, cheek, and lip corners, and a dimple, suggest happiness and excitement. The context of the video, featuring a comfortable and enjoyable movie date, further supports a non-sarcastic tone."
753,1_S09E04_351_u,"The video is non-sarcastic because the speaker's utterance ""I still love it. I just think there's room for improvement"" conveys optimism and a positive sentiment, with a constructive tone that suggests a genuine desire to improve something they already appreciate. The language used is sincere and lacks irony or mocking tone, indicating a helpful intention rather than criticism. The speaker's tonality, facial expressions, and emotional cues, such as a neutral tone with a shift to positivity, raised brows, and a steady pace, further support the conclusion that the video is non-sarcastic."
754,2_596_u,"The video is sarcastic because of the speaker's utterance ""Noooo. Really?"" which conveys frustration, disappointment, and incredulity, with a hint of playful sarcasm. The tone is informal and conversational, suggesting a spontaneous reaction to unexpected news. The speaker's facial expressions, such as raised brows and parted lips, also indicate surprise and doubt, further supporting the sarcastic label."
755,4_S01E03_081_u,"The video is sarcastic because the speaker's utterance, ""Yeah. And dogs should stop licking themselves, it's not gonna happen,"" conveys frustration and exasperation, with a hint of sarcasm in the tone. The use of ""Yeah"" and the phrase ""it's not gonna happen"" implies resignation and annoyance, while the humorous example of dogs licking themselves reinforces the sense of futility. Additionally, the speaker's facial expressions, such as raised brows and a wrinkled nose, suggest emotions like surprise and doubt, which are inconsistent with the calm and neutral tone, further indicating sarcasm."
756,1_S09E03_135_u,"The video is non-sarcastic because although the speaker's tone is informal and conversational with a hint of sarcasm, the primary underlying emotion is curiosity with a hint of surprise or judgment, and the overall sentiment is neutral with a slightly negative undertone. The speaker's facial expressions, such as a raised brow and cheek, tightened lid, and pulled lip corners, suggest happiness and doubt, rather than sarcasm. The subtle sarcasm in the tone is not dominant, and the speaker's engagement in the conversation and friendly relationship with the other woman further support the non-sarcastic label."
757,2_344_u,"Here is a concise summary:

The video is sarcastic because despite the initial playful and imaginative tone, the speaker's tone shifts to become more assertive and confrontational, conveying frustration or anger. The facial expressions, such as raised brows, tightened lids, and wrinkled nose, also suggest irritation or annoyance. These cues contradict the initial whimsical tone, implying sarcasm."
758,2_428_u,"The video is labeled as non-sarcastic due to the speaker's tone and facial expressions, which convey authority, assurance, and playfulness. Although the utterance ""His legs flail about as if independent from his body"" has a hint of sarcasm through its use of hyperbole, the overall sentiment is one of gentle humor and mockery. The speaker's assertive and confident tone, as well as their facial expressions, which indicate emotions such as amusement and playfulness, outweigh the subtle sarcastic tone, leading to a non-sarcastic label."
759,1_2837_u,"The video is non-sarcastic because the speaker's utterance ""No, I don't want any chocolate!"" conveys a sense of annoyance or exasperation, which is supported by the negative sentiment and tone of irritation or frustration. The speaker's facial expressions, such as raised inner brow, wrinkled nose, and tightened lid, also suggest doubt and discomfort, further reinforcing the non-sarcastic tone. Additionally, the neutral and calm tone of the speaker's voice, lacking any irony or tongue-in-cheek tone, confirms that the video is not sarcastic."
760,1_S09E04_207_u,"The video is non-sarcastic because despite the speaker's utterance conveying frustration, disappointment, and annoyance, the tone, intonation, and sentiment suggest a factual recounting of events. The speaker's facial expressions, including raised brows, tightened lids, and a raised chin, indicate a range of emotions, but not sarcasm. The tone shifts from neutral to assertive and emphatic, but remains consistent in volume and pitch, suggesting a genuine expression of emotion rather than irony or facetiousness."
761,2_608_u,"The video is sarcastic due to the speaker's use of irony, exaggeration, and a tongue-in-cheek tone, which convey frustration, annoyance, and possibly even embarrassment. The phrase ""virtually licking her"" is a clear indication of sarcasm, and the shift in the speaker's tone from neutral to assertive and confrontational further supports this conclusion. Additionally, the speaker's facial expressions, such as raised eyebrows and a tightened lid, suggest doubt and inner conflict, which are also consistent with a sarcastic tone."
762,1_S12E06_287_u,"The video is non-sarcastic because the speaker's utterance ""It was. And I'm sorry about earlier"" conveys remorse and regret, with a tone that is apologetic and conciliatory. The language used is straightforward and sincere, with no apparent irony or mocking tone, indicating a genuine and heartfelt apology. The speaker's facial expressions, such as a raised inner brow and tightened lip, also suggest a serious and remorseful demeanor. Additionally, the tone shifts from neutral to assertive and emphatic, emphasizing the speaker's regret, further supporting the non-sarcastic label."
763,1_S12E08_258_u,"The video is sarcastic because the speaker's utterance ""You can do that but you still can't get my bra off"" conveys a playful yet flirtatious tone with a hint of sarcasm, particularly in the second part of the sentence. The shift in intonation around the word ""bra"" and the raised pitch towards the end of the sentence suggest frustration or irritation, which is reinforced by the speaker's facial expressions, such as raised brows, tightened lids, and a wrinkled nose. Although the overall sentiment is positive and lighthearted, the subtle cues of sarcasm are present throughout the video."
764,1_S11E02_008_u,"The video is non-sarcastic because the speaker's utterance ""Yeah, I'm still mad at you"" explicitly conveys anger, and the tone is direct and assertive, without any hint of irony or mocking undertones. The speaker's facial expressions, such as raised brows and tightened lids, also suggest genuine emotions like surprise and doubt, rather than sarcasm."
765,1_9003_u,"The video is non-sarcastic because the speaker's utterance ""I'm not going to bother him, I'm going to talk to him"" conveys assertiveness and determination, with a neutral to slightly positive sentiment. The language used is straightforward, lacking any ironic or tongue-in-cheek tone that would suggest sarcasm. The speaker's tone shifts from neutral to assertive, indicating a rise in intensity and frustration, but not sarcasm. Additionally, the speaker's facial expressions, such as raised cheeks, tightened lids, and parted lips, suggest emotions like happiness and doubt, but not sarcasm. Overall, the speaker's genuine and sincere intention, as well as the lack of ironic tone and sarcastic facial cues, conclude that the video is non-sarcastic."
766,4_S02E18_027_u,"The video is sarcastic because of the speaker's tongue-in-cheek tone, playful teasing, and humorous comment about the person's behavior being unchangeable. The use of the word ""bitch"" in a lighthearted and non-insultive manner, the shift in tone from calm to assertive, and the facial expressions of doubt and possible irritation also contribute to the sarcastic tone."
767,3_S04E05_485_u,"The video is non-sarcastic because the speaker's utterance ""Your fourth child?"" conveys curiosity, surprise, and skepticism, but lacks any hint of irony or mocking intent. The tone is polite and inquiring, with a neutral sentiment. The speaker's facial expressions, such as raised brows and a wrinkled nose, suggest doubt, further supporting the non-sarcastic label. Additionally, the speaker's tone, characterized by a higher pitch on the word ""fourth"" and a consistent volume level, reinforces the sense of genuine surprise and inquiry."
768,2_343_u,"The video is non-sarcastic because the speaker's utterance ""So to sum up, I'm Professor Geller"" conveys confidence and assertiveness, lacking any hint of irony or playful undertones. The video context, featuring a passionate and knowledgeable speaker in a classroom setting, reinforces this sentiment. The speaker's tonality, which shifts from neutral to animated and emphatic, suggests enthusiasm and eagerness rather than sarcasm. Furthermore, the speaker's facial expressions, which display a range of emotions including surprise, happiness, and doubt, do not indicate sarcasm. Overall, the video's straightforward and professional tone, combined with the speaker's confident and passionate demeanor, confirm its non-sarcastic nature."
769,4_S01E07_132_u,"The video is non-sarcastic because the speaker's utterance conveys concern and caution, with a professional and objective tone, indicating a genuine interest in the person's well-being. The language used is straightforward and matter-of-fact, without any hint of irony or facetiousness. The video context, featuring a hospital setting with a doctor-patient interaction, further supports the non-sarcastic tone. Additionally, the speaker's facial expressions and tonality, characterized by a shift towards assertiveness and conviction, reinforce the notion that the speaker is genuinely invested in the person's health rather than being sarcastic."
770,3_S02E03_218_u,"The video is sarcastic because the speaker's utterance ""Do you want me to be honest or nice?"" conveys a hint of skepticism and curiosity, with a playful and lighthearted tone. The subtle layer of irony and humor beneath the surface, combined with the speaker's facial cues such as raised brows, tightened lids, and wrinkled nose, suggest that the speaker is poking fun at the idea of choosing between honesty and niceness. The overall neutral sentiment with a slightly playful tone further supports the conclusion that the video is sarcastic."
771,4_S01E05_117_u,"The video is sarcastic because the speaker's utterance ""Oh, right. I forgot how much you care about what people think"" conveys annoyance and frustration with a hint of sarcasm, reinforced by a dismissive and mocking tone. The use of ""Oh, right"" at the beginning of the sentence comes across as condescending and eye-rolling, adding to the sarcastic tone. The speaker's facial expressions, such as a lowered brow, wrinkled nose, and stretched lip, also suggest negative emotions like annoyance and frustration."
772,2_96_u,"The video is non-sarcastic because the speaker's tone is hesitant and indecisive, conveying genuine uncertainty and doubt. The language used is straightforward, lacking any ironic or mocking tone, and the speaker's facial expressions and emotions, such as surprise, sadness, and happiness, suggest a sincere and authentic conversation. Additionally, the video's dark and mysterious atmosphere, intense dialogue, and the actors' serious body language and expressions all contribute to a non-sarcastic tone."
773,1_S10E05_288_u,"The speaker's utterance ""I'm in a hot tub with you, so pretty bad"" conveys a lighthearted and humorous sentiment, with a touch of flirtation or affection, despite the phrase typically implying a negative experience. The subtle irony and playful tone, combined with the casual and intimate atmosphere, suggest that the video is sarcastic."
774,1_S11E03_321_u,"The video is non-sarcastic because despite the speaker's utterance ""What's to worry about?"" conveying a sense of nonchalance and carelessness, the overall sentiment expressed is one of calmness and reassurance. The tone is informal and conversational, adding to the relaxed atmosphere. The speaker's facial expressions, such as raised inner brow, cheek, and lip corner, and the observed emotion of happiness, suggest genuine positivity. Additionally, the emotional tone of the speech transitions from neutral to happy and excited, further supporting the non-sarcastic label."
775,1_11439_u,"The video is sarcastic because the speaker's utterance ""No, you're right, we should do what you do. Have our mom send us pants from the Walmart in Houston"" conveys frustration, annoyance, and exasperation, with a tone that shifts from neutral to informal and conversational with a hint of sarcasm. The use of ""No, you're right"" is a sarcastic acknowledgement, and the suggestion of having their mom send them pants from a specific Walmart location is ridiculed, implying it's an unreasonable idea. The speaker's facial cues, such as raised brows, tightened lids, and pulled lip corners, also suggest sarcasm."
776,1_S11E06_410_u,"The video is sarcastic because the speaker's utterance, ""You were a terrible waitress, and we still asked you to get us a snack,"" conveys a negative sentiment with a hint of amusement and playfulness, suggesting a tongue-in-cheek tone. The phrase ""and we still asked you to get us a snack"" implies absurdity, and the speaker's tonality shifts from neutral to harsh and critical, emphasizing strong disapproval. The facial cues, such as raised brows and a tightened lid, also indicate surprise and doubt, further supporting the sarcastic label."
777,1_1189_u,"The video is non-sarcastic because the speaker's utterance ""I'm sorry, I am not going back to the Renaissance fair"" conveys a strong sense of frustration and annoyance, overriding any apologetic tone. The tone is straightforward and assertive, with no apparent irony or mocking undertone. The speaker's facial expressions, such as raised brows, wrinkled nose, and tightened lips, also suggest genuine emotions like sadness and doubt, rather than sarcasm. The video context, showing a group of people enjoying a meal together, does not contradict the speaker's sentiment, further supporting the non-sarcastic label."
778,4_S02E04_045_u,"The video is sarcastic because the speaker's utterance ""You keep a dead cat?"" conveys shock, disgust, and incredulity, with a hint of judgment and skepticism. The tone is informal and conversational, but with a slightly tongue-in-cheek quality, implying ""Why on earth would you do that?"" The speaker's assertive and slightly elevated tone, along with their facial expressions, such as raised brows and tightened lips, suggest emotional investment and positivity, but also a sense of contempt, which reinforces the sarcastic tone."
779,4_S01E04_096_u,"The video is sarcastic because the speaker's utterance ""Yeah. That would be the difference between an epidemic and a coincidence"" conveys skepticism and doubt, with a tone that is slightly tongue-in-cheek and dismissive. The use of the phrase ""Yeah. That would be the difference"" has an ironic tone, contributing to the sarcastic undertone. Additionally, the speaker's facial expressions, such as raised brows and a tightened lid, suggest emotions like surprise and doubt, which further support the conclusion that the video is sarcastic."
780,2_257_u,"The video is non-sarcastic because the speaker's utterance ""Oh, hey, look, I found coffee! Okay, let's skedaddle"" conveys excitement and enthusiasm, with a playful and energetic tone. The use of exclamation marks, phrases like ""Oh, hey"", and ""let's skedaddle"" suggest a sense of surprise and delight, rather than sarcasm. The speaker's facial expressions, such as raised brows and cheeks, and a tightened lid, also indicate happiness and excitement. Although there is a hint of playfulness in the tone, the overall sentiment is positive and optimistic, and the speaker's delivery is professional and composed, suggesting a non-sarcastic tone."
781,2_535_u,"The video is non-sarcastic because the speaker's utterance ""So, I'm sorry I just don't think we should go away together yet"" conveys a genuine sentiment of apprehension and caution, with a polite and apologetic tone. The language used is straightforward and sincere, without any hint of irony or facetiousness. Additionally, the speaker's facial expressions, such as raised brows and lip corner pulled, suggest emotions like doubt and sadness, further supporting the non-sarcastic label."
782,1_7593_u,"The video is non-sarcastic because the speaker's tone is straightforward and matter-of-fact, providing a reason for their hesitation to ask Wil Wheaton to leave. The explanation of Wil Wheaton's celebrity status suggests reverence or respect, which further supports the idea that the speaker is not being sarcastic. Additionally, the speaker's facial expressions and tone convey a sense of anxiety, apprehension, and neutrality, without any hint of sarcasm. The dynamic and engaging tone, along with the varying volume levels and emphasis on certain points, also contribute to the non-sarcastic nature of the video."
783,1_9087_u,"The video is sarcastic because of the speaker's utterance ""No, I was her favorite"" which conveys a sense of facetiousness and irony, implying the opposite of what is being said. This tone is reinforced by the underlying emotions of bitterness, resentment, and jealousy, as well as the noticeable shift in sentiment towards a more somber mood as the speech progresses. The speaker's facial expressions, such as raised brows and tightened lips, also suggest a sense of mockery and sarcasm."
784,2_172_u,"The video is sarcastic because of the speaker's utterance ""The whole thing! Can we go?"" which conveys impatience and a hint of sarcasm, implying frustration or annoyance. The tone is informal and conversational with a dash of exasperation, and the sentiment expressed is neutral to slightly negative. The speaker's facial expressions, such as raised brows and tightened lips, also suggest emotions like surprise, contempt, and doubt, which are consistent with a sarcastic tone."
785,1_S09E02_386_u,"The video is non-sarcastic because the speaker's utterance ""That sounds nice"" conveys optimism and positivity, with a casual and relaxed tone, indicating genuine and sincere sentiment. The speaker's facial expressions, such as raised brows, cheek, and lip corner, and parted lips, suggest happiness and surprise, further supporting a non-sarcastic tone. The neutral tone of the female voice, calm demeanor, and consistent volume level also contribute to a straightforward and unemotional delivery, ruling out sarcasm."
786,1_S09E14_455_u,"The video is sarcastic because the speaker's utterance ""He never disappoints, does he?"" is a clear example of sarcasm, implying the opposite - that the person in question frequently disappoints. The tone is tongue-in-cheek, and the use of the rhetorical question ""does he?"" further emphasizes the sarcastic intent. The underlying emotion of irony, frustration, annoyance, and disappointment also support the conclusion of sarcasm."
787,1_4789_u,"The video is sarcastic because the speaker's utterance ""Why not you?"" conveys a hint of sarcasm, implying that someone else should take on the task or responsibility instead, in a somewhat tongue-in-cheek manner. This tone is reinforced by the speaker's facial expressions, which suggest contempt, doubt, and annoyance, as well as their hesitant and unenthusiastic tone, conveyed through phrases like ""I don't know"" and ""Yeah, sure"". The overall sentiment of apathy and indifference also supports the conclusion that the video is sarcastic."
788,1_S11E18_206_u,"The speaker's utterance ""I didn't know that came in a boys' medium"" conveys surprise with a hint of amusement, and the informal tone suggests a casual, lighthearted context. The subtle undertone of humor and possible self-deprecation in the tone, combined with the speaker's facial expressions (such as raised brows, tightened lids, and a dimple) and the detection of emotions like contempt and doubt, collectively suggest that the video is sarcastic."
789,1_S12E06_229_u,"The video is non-sarcastic because despite the speaker's utterance ""Really? We're still doing this?"" conveying frustration, annoyance, and exasperation, the overall sentiment is negative but not sarcastic. The tone is informal and conversational, and the speaker's facial expressions suggest surprise and doubt rather than sarcasm. Additionally, the initial positivity and light-hearted tone, as well as the consistent medium-to-high pitch range, contribute to the non-sarcastic nature of the video."
790,4_S01E04_091_u,"The video is non-sarcastic because the speaker's utterance ""People don’t bug me until they get teeth"" conveys a genuine sentiment of annoyance and frustration, without any hint of sarcasm. The tone is informal and conversational, but assertive and straightforward, lacking any emotional fluctuations. The speaker's facial expressions, although varied, do not suggest irony or mocking, and the overall delivery is composed and neutral."
791,1_2792_u,"The video is non-sarcastic because the speaker's utterance ""No, I mean, we can always go back to being friends"" conveys a sense of uncertainty, hesitation, and resignation, with a tone that is melancholic and genuinely suggestive of a fallback option. The language used is straightforward, lacking irony or mocking undertones, and the speaker's facial expressions and possible emotions, such as sadness and doubt, further support this interpretation."
792,1_S10E16_009_u,"The video is sarcastic because the speaker's utterance ""Aw, look at you watching sports"" conveys a playful, tongue-in-cheek tone, with a hint of amusement and teasing. The use of ""Aw"" and ""look at you"" implies a sense of familiarity and friendliness, and the overall sentiment is positive. The speaker's light-hearted and jovial tone, as well as their facial expressions, such as raised brows and a smiling delivery, further support the sarcastic label. Additionally, the possible emotions observed, such as contempt and doubt, suggest that the speaker is poking fun at the person watching sports in a non-serious, non-critical way."
793,1_S09E11_045_u,"The video is sarcastic because the speaker's utterance ""Oh, that's nice. Put that on her cake"" conveys irony and sarcasm, despite the warm and inviting tone. The phrase ""Oh, that's nice"" is used in a tongue-in-cheek manner, and the addition of ""Put that on her cake"" implies that the idea being referred to is not actually desirable or celebratory. The speaker's tone is playful, but also slightly critical, and the facial cues, such as raised brows and a wrinkled nose, suggest a sense of mockery or annoyance. The overall sentiment is one of mild annoyance or frustration, with a dash of humor, further supporting the conclusion that the video is sarcastic."
794,1_S10E07_163_u,"The video is labeled as non-sarcastic despite the speaker's utterance having a hint of sarcasm. This conclusion can be drawn from the overall lighthearted and playful tone of the speaker, the neutral to slightly positive sentiment, and the jovial atmosphere of the scene. The speaker's assertive yet amused tone, moderate pace and volume, and consistent pleasant demeanor also contribute to the non-sarcastic label. Additionally, the speaker's facial expressions, which display a range of emotions including surprise, happiness, and doubt, suggest a genuine and playful interaction rather than a sarcastic one."
795,2_427_u,"The video is non-sarcastic because despite the speaker's utterance ""Oh-oh, that's a risky little game!"" containing a hint of sarcasm, particularly in the use of the phrase ""oh-oh"", the overall tone and sentiment are more playful and cautionary than sarcastic. The speaker's facial expressions and tonality also convey a sense of concern, hesitation, and enthusiasm, rather than irony or mocking. Additionally, the video context, featuring three women in a bathroom, crying and holding a pregnancy test, suggests a more emotional and serious scene, which further supports the non-sarcastic label."
796,2_259_u,"The video is non-sarcastic because the speaker's tone is relaxed, informal, and playful, conveying a neutral to slightly positive sentiment. Although there's a hint of irony in the phrase ""So, did you see who won the game?"", the overall tone is lighthearted and humorous, suggesting the speaker is being playful rather than sarcastic. The speaker's facial expressions, including raised brows, cheek, and lip corners, also indicate happiness and enthusiasm, further supporting the non-sarcastic label."
797,2_489_u,"The video is sarcastic because the speaker's utterance ""No, it's because I cannot make any sense of those commercials for obsession"" conveys a sense of frustration and annoyance, with a hint of incredulity and exasperation, which is often a hallmark of sarcastic tone. The speaker's dismissive and slightly critical tone, as well as their assertive and straightforward delivery, further support this conclusion. Additionally, the speaker's facial expressions, such as raised brows and tightened lips, suggest emotions like surprise, doubt, and frustration, which are consistent with a sarcastic tone."
798,1_S10E14_056_u,"The video is sarcastic because the speaker's utterance ""And you think we can get those guys to reprogram Sheldon? Cool."" conveys skepticism and doubt, with a hint of irony and mocking enthusiasm through the word ""Cool"". The speaker's tone is informal and conversational, yet lighthearted and playful, which suggests sarcasm. Additionally, the speaker's facial expressions, such as raised brows and a tightened lid, indicate doubt and skepticism, further supporting the sarcastic label."
799,1_S12E23_600_u,"The video is sarcastic due to the speaker's tone, facial expressions, and context. Although the speaker's words are more straightforward than overtly sarcastic, the subtle hints of ""I told you so"" smugness, frustration, and mild annoyance convey a sarcastic undertone. The shift in tone from neutral to slightly tense and assertive, as well as the facial cues such as raised brows, tightened lids, and wrinkled nose, suggest a sense of vindication and restrained gloating. Additionally, the possible emotions observed, including contempt and doubt, further support the conclusion that the video is sarcastic."
800,2_409_u,"The video is non-sarcastic because the speaker's utterance ""I'll catch you guys later"" conveys a sense of casualness and nonchalance, with a neutral to slightly positive sentiment. The tone is informal, relaxed, and straightforward, lacking any irony or mocking undertones. The speaker's facial expressions and tonality also suggest a calm and composed demeanor, with no noticeable shifts in amplitude or intonational patterns. Additionally, the possible emotions observed in the speaker's face, such as sadness and doubt, do not indicate sarcasm. Overall, the video's tone and language used are simple, conversational, and friendly, reinforcing the non-sarcastic label."
801,1_S11E12_279_u,"The video is non-sarcastic because the speaker's utterance ""Yeah, did Sheldon send it to you?"" conveys curiosity and informality, with a neutral sentiment and no hint of irony or mocking. The speaker's tone is genuine and inquiring, and their facial expressions and body language, such as raised brows and a calm demeanor, suggest doubt rather than sarcasm. The overall context of the video, featuring a casual conversation in a cozy living room, also supports a non-sarcastic tone."
